1,520.1083,285.2664,737.0499
2,527.8446,26.0874,827.3262
3,467.4229,167.1598,632.8578
4,332.0158,113.5339,863.3366
5,385.5339,37.4233,766.1396
6,397.9589,243.1843,780.5238
7,426.7556,-4.5722,696.4732
8,314.5913,265.9648,770.6392
9,564.4241,170.8126,681.5054
10,244.0663,-21.9066,879.5098
11,545.5669,-44.347,790.2472
12,506.0818,92.2896,776.1196
13,343.7455,235.5471,785.7269
14,561.833,147.0873,826.0767
15,322.1324,244.7116,800.2398
16,466.1544,166.5211,673.5666
17,556.987,-16.5202,822.5942
18,575.8232,180.2585,850.3412
19,553.8468,277.6283,697.5928
20,340.0266,80.2775,668.0269
21,537.7404,113.236,699.8479
22,465.2819,-22.5986,837.0161
23,549.3223,243.9467,604.1033
24,522.1615,122.8779,679.9965
25,461.9248,109.1069,642.0194
26,411.6468,-18.8149,720
27,413.3171,49.9113,853.0037
28,372.5343,245.9716,827.0674
29,538.2625,136.173,662.1841
30,401.9656,156.4579,775.5165
31,428.8363,32.2714,848.3098
32,600.477,81.4152,758.1617
33,400.1237,292.1313,789.3456
34,304.024,107.4263,831.0333
35,257.0438,-35.8073,835.1411
36,364.5429,-26.9336,687.8771
37,425.3149,159.9862,626.3173
39,266.28,193.061,683.9804
40,462.0756,191.1807,715.3105
41,362.4376,-35.132,796.9684
42,268.594,182.6636,823.3779
43,539.9573,293.5841,650.4451
44,429.8562,118.5458,814.9373
45,325.9711,228.6797,808.7277
46,311.6186,89.8059,559.4406
47,-551.7948,-344.0147,582.454
48,-522.7572,-284.0023,652.3438
49,-654.9435,-67.693,489.4749
50,-491.5529,-211.0995,761.9567
51,-602.2995,-238.8201,475.096
52,-479.518,303.6727,652.3216
54,-489.115,368.2777,474.6756
55,-368.6503,439.3298,615.2291
56,-526.5494,313.9174,622.5953
57,-570.6357,-188.0989,662.7871
58,-569.3552,-328.0899,344.0806
59,834.5307,-146.3163,452.0513
60,762.1415,-288.7685,433.079
