Motion1,71.79889525,97.11152461,-138.6938585,-85.4046831,93.59342912,138.6293399,37.72231449
Motion2,78.65294664,-25.11344924,-55.00320357,-107.6981892,-9.241869158,187.2996727,-1.088264913
Motion3,122.0642536,40.78314258,-118.4262994,-115.7135542,-89.89955429,160.0859396,149.2906097
Motion4,66.79276248,-44.07788662,-24.40129999,-115.9628221,-90.00147578,148.0331293,73.92902675
Motion5,-131.7601016,42.55262582,159.3363202,-137.2017104,8.136815064,192.7037152,1.163936094
Motion6,25.04447315,-16.30476999,11.74093562,-104.2152585,-92.15820433,131.5345777,116.8014369
Motion7,-146.397813,26.66712706,164.8277668,-137.1052624,22.03174377,211.7062197,-1.452657731
Motion8,28.087675,-28.25767776,12.27380055,-115.1764855,-90.22474151,149.8810207,120.9754795
Motion9,72.98420334,12.50428302,-55.30953556,-109.1386168,9.288100382,214.1945404,2.615158791
Motion10,79.01323009,86.29307809,-157.1037659,-123.4264875,90.05531517,122.0715499,-32.87260281
Motion11,57.77660463,-1.402096856,-44.47532014,-94.29406879,63.03055777,200.2248807,-51.04324295
Motion12,85.82702525,68.27823192,-116.1727335,-100.4986035,72.94652199,165.9959072,5.601320244
Motion13,19.25785868,-27.82057999,10.64388698,-113.264787,-89.99812255,168.8629411,117.8412044
Motion14,61.83025484,85.33539426,-139.8630697,-82.61971563,126.5429209,129.3617098,4.342163019
Motion15,97.85095784,99.2753423,-146.3103124,-115.0379043,103.492753,125.9837745,-2.030973377
Motion16,90.26913846,98.62802812,-122.5089765,-114.4822619,110.2685647,152.6215468,-7.666769712
Motion17,45.68579088,89.73878487,-144.5498063,-90.64056862,135.3808962,121.0659425,3.644566921
Motion18,140.9468979,-16.75223283,-109.4695385,-73.01275699,-89.99926375,158.5703376,74.7644878
Motion19,-87.7398519,-21.69617965,103.4485082,-88.19431258,-89.99929618,149.0789891,114.466181
Motion20,156.9029765,40.56581662,-133.9013129,-140.5877714,58.83240704,208.2046275,0.847218482
Motion21,-142.4472941,4.265136457,161.9314744,-101.7709711,-107.1027147,127.6816213,121.8142354
Motion22,130.9532743,25.19658965,-136.0107974,-110.6599722,28.83545955,186.4029023,-1.252108362
Motion23,49.51446502,9.391128909,-19.14042344,-100.4619492,-107.1070328,112.8521477,119.3498878
Motion24,98.37403729,35.35126981,-89.64209679,-105.936554,61.80637055,202.9854442,0.880204883
Motion25,85.67490442,100.9435875,-120.8040994,-118.5637191,93.484253,155.9480163,23.05781815
Motion26,-154.2518934,30.5386551,161.5201933,-140.9332796,-7.064523409,208.3675653,-1.485340063
Motion27,-123.6736088,33.45888008,148.577171,-107.4592057,-90.01411182,156.3524644,85.50364902
Motion28,-99.83135585,15.13462513,153.0699239,-95.17898971,-99.60901425,99.46877149,110.2093082
Motion29,152.4049546,5.405330596,-134.4313129,-106.2725958,-110.219447,132.5589708,123.0146952
Motion30,141.8543397,38.77247612,-125.8484545,-117.0589586,56.20669718,187.5927653,1.091571764
Motion31,46.4255267,97.81085152,-161.0977929,-112.9994357,146.9878729,92.455183,2.873424627
Motion32,117.8093261,-18.53118807,-91.15920618,-100.4896436,0.157821157,197.4351093,-0.973807629
Motion33,141.0288381,33.63226519,-114.7718882,-110.8287421,36.27957862,189.9111199,0.960651629
Motion34,37.86679305,-36.88528705,-1.653429736,-116.2217286,-90.23593281,116.5308747,103.6782228
Motion35,113.5417868,73.71001109,-153.0461705,-129.1717438,89.61454323,138.3235628,-31.99952364
Motion36,153.1287853,34.99815762,-145.9857756,-140.7632265,44.86462497,209.1043303,0.77372846
Motion37,111.8672721,42.49540025,-92.65236409,-114.3234229,90.90233623,214.8512493,-28.88187531
Motion38,34.57603614,100.9923472,-163.0446825,-108.3939406,144.3956917,98.67096799,-3.401518331
Motion39,134.7359435,88.64522461,-123.6972117,-141.5134888,68.19078227,168.1158096,3.397139715
Motion40,86.88051533,100.7413617,-133.8175488,-112.4645591,126.6039843,134.1842881,-3.489397122
Motion41,10.11575448,-38.42105719,-2.490733748,-135.4971831,9.84445787,192.4653432,-1.283326553
Motion42,136.3285723,71.96837517,-137.1248716,-127.1904078,47.87935125,162.9410413,-2.728771123
Motion43,61.65238784,13.6515271,-29.02882288,-88.58483817,-98.50061676,116.3922186,126.4250551
Motion44,1.421470912,-22.44733359,9.158759851,-107.7600899,-90.06109827,169.0213382,96.16945285
Motion45,37.45633298,-25.73545695,7.194160096,-112.3826591,-90.91741961,112.5902056,91.95868335
Motion46,128.9289612,69.16116262,-105.3954558,-154.4951841,69.85662323,202.4358971,1.485269765
Motion47,21.4943970927738,-92.7824935123051,6.94058154709675,-30.9899693356975,-44.2747979567188,32.7055195658782,5.8060678169582
Motion48,18.1899203051363,-70.0452363703335,10.7663926325238,-6.42818539091125,-42.5460696972501,39.3498819328923,65.6827357182074
Motion49,8.87757996509552,-85.4646765528942,79.034371218141,-20.5035238818746,-94.7465928340136,28.3176368834278,66.9919442800813
Motion50,17.6268746798613,-53.9427159044178,146.638807381217,-10.8424814277172,-162.827729882639,34.8403030147561,63.5066420123005
Motion51,18.3700009401459,-85.3466472470972,90.7834437650937,-8.44763243562935,-104.078356443309,25.2804449072188,56.5944791718423
Motion52,-34.7144241871659,-70.0715924289095,96.5451073529292,-5.98242422629947,-93.6934964065631,20.5518815197836,50.6409320184174
Motion53,9.49757759520659,-94.7718029769993,33.9645943206782,-5.79323356234727,-104.492604929189,3.44271431486873,147.844883539968
Motion54,-28.9615841493753,-76.4801253674478,130.340449940926,-15.6787035848574,-119.531601135783,19.763205114786,143.847929961135
Motion55,-40.0251699902335,-51.4615221726037,157.716946350072,-35.6074935024363,-145.144533451516,17.1908537977667,147.463866606206
Motion56,-28.5260216335169,-60.2551065249331,138.00146861962,-25.2642874973961,-160.99311902263,29.9054175252943,88.9035692392694
Motion57,19.2268020269846,-75.9759225077326,53.8884568012189,-22.6258741465982,-72.1118951373704,29.8097335735075,48.1162507899529
Motion58,19.2606638326768,-91.0223671656632,17.2433367318007,-6.29858233765266,-80.5469797972863,24.081358833569,52.627720468813
Motion59,164.27845901991,-82.4629506642038,-80.067987080557,-19.8983658586574,-42.4856226498638,173.06132906147,46.9511984093339
Motion60,163.461421204053,-82.5655101095322,-69.7450064856849,-7.1330953662607,-43.0736492350065,188.049332024297,45.6757943573727
